driver_id,date,day_of_week,stop_id,stop_name,lat,lng,visit_time,visit_hour,visit_duration_min,travel_time_min,traffic_mult,traffic_zone,stop_sequence,total_stops
D3,2026-04-06,0,L30,FoodHub Faizabad Road,26.728459,80.900786,12:03,12,30,29.4,0.98,low_traffic,5,6
D3,2026-04-06,0,L28,Tea Trunk Chinhat,26.872154,81.055887,13:02,13,42,28.4,1.29,low_traffic,6,6
D3,2026-04-07,1,L28,Tea Trunk Chinhat,26.872154,81.055887,08:23,8,41,23.5,1.38,low_traffic,1,8
D3,2026-04-07,1,L23,Bread Talk Aliganj,26.783983,80.988456,09:27,9,31,36.5,1.52,low_traffic,2,8
D3,2026-04-07,1,L24,French Loaf Saharaganj,26.797745,80.951418,10:34,10,29,18.4,1.67,medium_traffic,3,8
D3,2026-04-07,1,L26,Cafe Coffee Day Rajajipuram,26.968792,81.017735,11:21,11,27,17.6,0.98,low_traffic,4,8
D3,2026-04-07,1,L21,Monginis Bakery Hazratganj,26.74843,80.944946,12:05,12,21,12.2,0.87,medium_traffic,5,8
D3,2026-04-07,1,L25,Barista Indiranagar,26.858845,80.864262,12:38,12,11,8.3,1.04,medium_traffic,6,8
D3,2026-04-07,1,L27,Third Wave Coffee Mahanagar,26.96097,81.048855,12:57,12,19,23.5,1.02,low_traffic,7,8
D3,2026-04-07,1,L29,Restaurant Depot Golf City,26.739708,80.867156,13:39,13,29,15.1,1.16,low_traffic,8,8
D3,2026-04-08,2,L21,Monginis Bakery Hazratganj,26.74843,80.944946,08:08,8,20,35.7,1.7,medium_traffic,1,7
D3,2026-04-08,2,L24,French Loaf Saharaganj,26.797745,80.951418,09:03,9,39,42.0,1.75,medium_traffic,2,7
D3,2026-04-08,2,L23,Bread Talk Aliganj,26.783983,80.988456,10:24,10,31,13.1,1.64,low_traffic,3,7
D3,2026-04-08,2,L25,Barista Indiranagar,26.858845,80.864262,11:08,11,19,7.0,0.88,medium_traffic,4,7
D3,2026-04-08,2,L22,Cake Hub Gomti Nagar,26.725641,81.052623,11:34,11,16,10.1,1.01,low_traffic,5,7
D3,2026-04-08,2,L29,Restaurant Depot Golf City,26.739708,80.867156,12:00,12,40,18.4,0.92,low_traffic,6,7
D3,2026-04-08,2,L28,Tea Trunk Chinhat,26.872154,81.055887,12:58,12,36,7.9,0.88,low_traffic,7,7
D3,2026-04-09,3,L29,Restaurant Depot Golf City,26.739708,80.867156,09:00,9,37,41.0,1.71,low_traffic,1,5
D3,2026-04-09,3,L22,Cake Hub Gomti Nagar,26.725641,81.052623,10:18,10,21,52.8,1.76,low_traffic,2,5
D3,2026-04-09,3,L26,Cafe Coffee Day Rajajipuram,26.968792,81.017735,11:31,11,33,13.2,0.94,low_traffic,3,5
D3,2026-04-09,3,L30,FoodHub Faizabad Road,26.728459,80.900786,12:17,12,40,26.2,0.97,low_traffic,4,5
D3,2026-04-09,3,L28,Tea Trunk Chinhat,26.872154,81.055887,13:23,13,42,22.6,1.19,low_traffic,5,5
D3,2026-04-10,4,L28,Tea Trunk Chinhat,26.872154,81.055887,09:13,9,34,33.8,1.35,low_traffic,1,8
D3,2026-04-10,4,L27,Third Wave Coffee Mahanagar,26.96097,81.048855,10:20,10,16,43.7,1.56,low_traffic,2,8
D3,2026-04-10,4,L26,Cafe Coffee Day Rajajipuram,26.968792,81.017735,11:19,11,34,21.2,0.85,low_traffic,3,8
D3,2026-04-10,4,L30,FoodHub Faizabad Road,26.728459,80.900786,12:14,12,41,15.3,0.9,low_traffic,4,8
D3,2026-04-10,4,L23,Bread Talk Aliganj,26.783983,80.988456,13:10,13,25,28.3,1.18,low_traffic,5,8
D3,2026-04-10,4,L29,Restaurant Depot Golf City,26.739708,80.867156,14:03,14,32,23.8,1.25,low_traffic,6,8
D3,2026-04-10,4,L21,Monginis Bakery Hazratganj,26.74843,80.944946,14:58,14,15,23.4,1.23,medium_traffic,7,8
D3,2026-04-10,4,L22,Cake Hub Gomti Nagar,26.725641,81.052623,15:36,15,16,24.1,0.86,low_traffic,8,8
D3,2026-04-11,5,L29,Restaurant Depot Golf City,26.739708,80.867156,09:42,9,37,50.7,1.69,low_traffic,1,4
D3,2026-04-11,5,L27,Third Wave Coffee Mahanagar,26.96097,81.048855,11:09,11,20,29.4,0.98,low_traffic,2,4
D3,2026-04-11,5,L24,French Loaf Saharaganj,26.797745,80.951418,11:58,11,28,14.2,0.95,medium_traffic,3,4
D3,2026-04-11,5,L26,Cafe Coffee Day Rajajipuram,26.968792,81.017735,12:40,12,28,23.9,0.92,low_traffic,4,4
D3,2026-04-13,0,L29,Restaurant Depot Golf City,26.739708,80.867156,09:08,9,29,33.9,1.54,low_traffic,1,7
D3,2026-04-13,0,L30,FoodHub Faizabad Road,26.728459,80.900786,10:10,10,36,35.5,1.48,low_traffic,2,7
D3,2026-04-13,0,L25,Barista Indiranagar,26.858845,80.864262,11:21,11,20,23.3,0.97,medium_traffic,3,7
D3,2026-04-13,0,L21,Monginis Bakery Hazratganj,26.74843,80.944946,12:04,12,23,14.9,0.93,medium_traffic,4,7
D3,2026-04-13,0,L27,Third Wave Coffee Mahanagar,26.96097,81.048855,12:41,12,21,19.9,0.95,low_traffic,5,7
D3,2026-04-13,0,L24,French Loaf Saharaganj,26.797745,80.951418,13:21,13,38,28.5,1.24,medium_traffic,6,7
D3,2026-04-13,0,L26,Cafe Coffee Day Rajajipuram,26.968792,81.017735,14:27,14,27,16.8,1.29,low_traffic,7,7
D3,2026-04-14,1,L22,Cake Hub Gomti Nagar,26.725641,81.052623,09:30,9,23,17.2,1.32,low_traffic,1,6
D3,2026-04-14,1,L24,French Loaf Saharaganj,26.797745,80.951418,10:10,10,36,16.3,1.48,medium_traffic,2,6
D3,2026-04-14,1,L29,Restaurant Depot Golf City,26.739708,80.867156,11:02,11,29,11.2,1.02,low_traffic,3,6
D3,2026-04-14,1,L21,Monginis Bakery Hazratganj,26.74843,80.944946,11:42,11,14,15.6,0.92,medium_traffic,4,6
D3,2026-04-14,1,L27,Third Wave Coffee Mahanagar,26.96097,81.048855,12:11,12,19,10.4,0.95,low_traffic,5,6
D3,2026-04-14,1,L25,Barista Indiranagar,26.858845,80.864262,12:40,12,12,17.3,0.91,medium_traffic,6,6
D3,2026-04-15,2,L26,Cafe Coffee Day Rajajipuram,26.968792,81.017735,08:11,8,25,39.3,1.71,low_traffic,1,7
D3,2026-04-15,2,L30,FoodHub Faizabad Road,26.728459,80.900786,09:15,9,31,25.8,1.36,low_traffic,2,7
D3,2026-04-15,2,L27,Third Wave Coffee Mahanagar,26.96097,81.048855,10:11,10,21,36.5,1.74,low_traffic,3,7
D3,2026-04-15,2,L29,Restaurant Depot Golf City,26.739708,80.867156,11:08,11,35,25.0,0.96,low_traffic,4,7
D3,2026-04-15,2,L24,French Loaf Saharaganj,26.797745,80.951418,12:08,12,34,20.6,1.03,medium_traffic,5,7
D3,2026-04-15,2,L25,Barista Indiranagar,26.858845,80.864262,13:02,13,10,34.3,1.27,medium_traffic,6,7
D3,2026-04-15,2,L22,Cake Hub Gomti Nagar,26.725641,81.052623,13:46,13,25,30.0,1.25,low_traffic,7,7
D3,2026-04-16,3,L24,French Loaf Saharaganj,26.797745,80.951418,09:14,9,35,31.5,1.75,medium_traffic,1,8
D3,2026-04-16,3,L22,Cake Hub Gomti Nagar,26.725641,81.052623,10:20,10,22,38.3,1.32,low_traffic,2,8
D3,2026-04-16,3,L25,Barista Indiranagar,26.858845,80.864262,11:20,11,9,28.0,1.0,medium_traffic,3,8
D3,2026-04-16,3,L21,Monginis Bakery Hazratganj,26.74843,80.944946,11:57,11,14,30.6,1.02,medium_traffic,4,8
D3,2026-04-16,3,L29,Restaurant Depot Golf City,26.739708,80.867156,12:41,12,32,28.8,0.96,low_traffic,5,8
D3,2026-04-16,3,L26,Cafe Coffee Day Rajajipuram,26.968792,81.017735,13:41,13,35,13.3,1.21,low_traffic,6,8
D3,2026-04-16,3,L27,Third Wave Coffee Mahanagar,26.96097,81.048855,14:29,14,23,16.9,1.21,low_traffic,7,8
D3,2026-04-16,3,L23,Bread Talk Aliganj,26.783983,80.988456,15:08,15,33,8.6,0.96,low_traffic,8,8
D3,2026-04-17,4,L23,Bread Talk Aliganj,26.783983,80.988456,08:15,8,31,44.5,1.71,low_traffic,1,6
D3,2026-04-17,4,L24,French Loaf Saharaganj,26.797745,80.951418,09:30,9,36,33.5,1.34,medium_traffic,2,6
D3,2026-04-17,4,L27,Third Wave Coffee Mahanagar,26.96097,81.048855,10:39,10,14,38.0,1.46,low_traffic,3,6
D3,2026-04-17,4,L22,Cake Hub Gomti Nagar,26.725641,81.052623,11:31,11,20,7.6,0.95,low_traffic,4,6
D3,2026-04-17,4,L25,Barista Indiranagar,26.858845,80.864262,11:58,11,8,19.7,0.94,medium_traffic,5,6
D3,2026-04-17,4,L26,Cafe Coffee Day Rajajipuram,26.968792,81.017735,12:25,12,31,18.4,1.02,low_traffic,6,6
D3,2026-04-18,5,L27,Third Wave Coffee Mahanagar,26.96097,81.048855,08:09,8,24,30.4,1.45,low_traffic,1,4
D3,2026-04-18,5,L24,French Loaf Saharaganj,26.797745,80.951418,09:03,9,32,37.3,1.38,medium_traffic,2,4
D3,2026-04-18,5,L21,Monginis Bakery Hazratganj,26.74843,80.944946,10:12,10,14,41.7,1.39,medium_traffic,3,4
D3,2026-04-18,5,L26,Cafe Coffee Day Rajajipuram,26.968792,81.017735,11:07,11,30,10.0,0.91,low_traffic,4,4
D3,2026-04-20,0,L30,FoodHub Faizabad Road,26.728459,80.900786,09:32,9,31,33.6,1.68,low_traffic,1,6
D3,2026-04-20,0,L23,Bread Talk Aliganj,26.783983,80.988456,10:36,10,31,25.7,1.43,low_traffic,2,6
D3,2026-04-20,0,L28,Tea Trunk Chinhat,26.872154,81.055887,11:32,11,37,9.6,0.96,low_traffic,3,6
D3,2026-04-20,0,L22,Cake Hub Gomti Nagar,26.725641,81.052623,12:18,12,18,24.1,0.86,low_traffic,4,6
D3,2026-04-20,0,L29,Restaurant Depot Golf City,26.739708,80.867156,13:00,13,32,10.2,1.28,low_traffic,5,6
D3,2026-04-20,0,L21,Monginis Bakery Hazratganj,26.74843,80.944946,13:42,13,24,31.5,1.21,medium_traffic,6,6
D3,2026-04-21,1,L22,Cake Hub Gomti Nagar,26.725641,81.052623,08:23,8,27,20.4,1.57,low_traffic,1,5
D3,2026-04-21,1,L27,Third Wave Coffee Mahanagar,26.96097,81.048855,09:10,9,22,29.8,1.42,low_traffic,2,5
D3,2026-04-21,1,L21,Monginis Bakery Hazratganj,26.74843,80.944946,10:01,10,21,12.2,1.53,medium_traffic,3,5
D3,2026-04-21,1,L26,Cafe Coffee Day Rajajipuram,26.968792,81.017735,10:34,10,29,48.1,1.78,low_traffic,4,5
D3,2026-04-21,1,L30,FoodHub Faizabad Road,26.728459,80.900786,11:51,11,30,12.7,0.98,low_traffic,5,5
D3,2026-04-22,2,L22,Cake Hub Gomti Nagar,26.725641,81.052623,09:02,9,24,34.5,1.38,low_traffic,1,5
D3,2026-04-22,2,L21,Monginis Bakery Hazratganj,26.74843,80.944946,10:00,10,20,13.3,1.33,medium_traffic,2,5
D3,2026-04-22,2,L30,FoodHub Faizabad Road,26.728459,80.900786,10:33,10,41,19.8,1.65,low_traffic,3,5
D3,2026-04-22,2,L23,Bread Talk Aliganj,26.783983,80.988456,11:33,11,30,15.4,0.96,low_traffic,4,5
D3,2026-04-22,2,L24,French Loaf Saharaganj,26.797745,80.951418,12:18,12,39,21.4,0.89,medium_traffic,5,5
D3,2026-04-23,3,L24,French Loaf Saharaganj,26.797745,80.951418,09:01,9,37,21.1,1.76,medium_traffic,1,7
D3,2026-04-23,3,L30,FoodHub Faizabad Road,26.728459,80.900786,09:59,9,37,47.5,1.76,low_traffic,2,7
D3,2026-04-23,3,L21,Monginis Bakery Hazratganj,26.74843,80.944946,11:23,11,24,6.8,0.85,medium_traffic,3,7
D3,2026-04-23,3,L29,Restaurant Depot Golf City,26.739708,80.867156,11:53,11,39,22.0,0.88,low_traffic,4,7
D3,2026-04-23,3,L27,Third Wave Coffee Mahanagar,26.96097,81.048855,12:54,12,22,19.8,0.99,low_traffic,5,7
D3,2026-04-23,3,L22,Cake Hub Gomti Nagar,26.725641,81.052623,13:35,13,25,31.4,1.12,low_traffic,6,7
D3,2026-04-23,3,L23,Bread Talk Aliganj,26.783983,80.988456,14:31,14,34,9.0,1.12,low_traffic,7,7
D3,2026-04-24,4,L30,FoodHub Faizabad Road,26.728459,80.900786,08:29,8,37,20.9,1.49,low_traffic,1,8
D3,2026-04-24,4,L29,Restaurant Depot Golf City,26.739708,80.867156,09:26,9,40,10.4,1.3,low_traffic,2,8
D3,2026-04-24,4,L21,Monginis Bakery Hazratganj,26.74843,80.944946,10:16,10,19,43.2,1.44,medium_traffic,3,8
D3,2026-04-24,4,L24,French Loaf Saharaganj,26.797745,80.951418,11:18,11,37,24.0,0.89,medium_traffic,4,8
D3,2026-04-24,4,L23,Bread Talk Aliganj,26.783983,80.988456,12:19,12,27,27.3,0.91,low_traffic,5,8
D3,2026-04-24,4,L25,Barista Indiranagar,26.858845,80.864262,13:13,13,13,26.4,1.15,medium_traffic,6,8
D3,2026-04-24,4,L28,Tea Trunk Chinhat,26.872154,81.055887,13:52,13,41,25.5,1.11,low_traffic,7,8
D3,2026-04-24,4,L27,Third Wave Coffee Mahanagar,26.96097,81.048855,14:58,14,14,17.4,1.24,low_traffic,8,8
D3,2026-04-25,5,L26,Cafe Coffee Day Rajajipuram,26.968792,81.017735,08:04,8,27,15.9,1.59,low_traffic,1,3
D3,2026-04-25,5,L21,Monginis Bakery Hazratganj,26.74843,80.944946,08:46,8,17,37.2,1.43,medium_traffic,2,3
D3,2026-04-25,5,L23,Bread Talk Aliganj,26.783983,80.988456,09:40,9,27,27.8,1.74,low_traffic,3,3
D3,2026-04-27,0,L30,FoodHub Faizabad Road,26.728459,80.900786,09:07,9,37,36.1,1.64,low_traffic,1,5
D3,2026-04-27,0,L26,Cafe Coffee Day Rajajipuram,26.968792,81.017735,10:20,10,36,13.3,1.48,low_traffic,2,5
D3,2026-04-27,0,L22,Cake Hub Gomti Nagar,26.725641,81.052623,11:09,11,21,14.2,0.89,low_traffic,3,5
D3,2026-04-27,0,L23,Bread Talk Aliganj,26.783983,80.988456,11:44,11,24,17.3,0.96,low_traffic,4,5
D3,2026-04-27,0,L27,Third Wave Coffee Mahanagar,26.96097,81.048855,12:25,12,15,16.7,0.93,low_traffic,5,5
D3,2026-04-28,1,L30,FoodHub Faizabad Road,26.728459,80.900786,08:01,8,39,12.3,1.54,low_traffic,1,5
D3,2026-04-28,1,L21,Monginis Bakery Hazratganj,26.74843,80.944946,08:52,8,18,30.6,1.7,medium_traffic,2,5
D3,2026-04-28,1,L25,Barista Indiranagar,26.858845,80.864262,09:40,9,11,32.7,1.42,medium_traffic,3,5
D3,2026-04-28,1,L23,Bread Talk Aliganj,26.783983,80.988456,10:23,10,29,16.0,1.78,low_traffic,4,5
D3,2026-04-28,1,L26,Cafe Coffee Day Rajajipuram,26.968792,81.017735,11:08,11,26,14.2,0.95,low_traffic,5,5
D3,2026-04-29,2,L23,Bread Talk Aliganj,26.783983,80.988456,08:03,8,24,38.7,1.76,low_traffic,1,8
D3,2026-04-29,2,L25,Barista Indiranagar,26.858845,80.864262,09:05,9,14,40.6,1.45,medium_traffic,2,8
D3,2026-04-29,2,L29,Restaurant Depot Golf City,26.739708,80.867156,09:59,9,28,38.6,1.33,low_traffic,3,8
D3,2026-04-29,2,L24,French Loaf Saharaganj,26.797745,80.951418,11:05,11,33,16.3,0.96,medium_traffic,4,8
D3,2026-04-29,2,L26,Cafe Coffee Day Rajajipuram,26.968792,81.017735,11:54,11,37,25.1,0.93,low_traffic,5,8
D3,2026-04-29,2,L27,Third Wave Coffee Mahanagar,26.96097,81.048855,12:56,12,26,25.1,0.93,low_traffic,6,8
D3,2026-04-29,2,L21,Monginis Bakery Hazratganj,26.74843,80.944946,13:47,13,21,9.8,1.23,medium_traffic,7,8
D3,2026-04-29,2,L30,FoodHub Faizabad Road,26.728459,80.900786,14:17,14,39,24.8,1.18,low_traffic,8,8
D3,2026-04-30,3,L24,French Loaf Saharaganj,26.797745,80.951418,08:38,8,39,43.2,1.66,medium_traffic,1,5
D3,2026-04-30,3,L30,FoodHub Faizabad Road,26.728459,80.900786,10:00,10,32,44.7,1.72,low_traffic,2,5
D3,2026-04-30,3,L29,Restaurant Depot Golf City,26.739708,80.867156,11:16,11,33,15.7,0.98,low_traffic,3,5
D3,2026-04-30,3,L22,Cake Hub Gomti Nagar,26.725641,81.052623,12:04,12,22,25.1,0.93,low_traffic,4,5
D3,2026-04-30,3,L27,Third Wave Coffee Mahanagar,26.96097,81.048855,12:51,12,26,10.7,0.89,low_traffic,5,5
D4,2026-01-02,4,L36,Lenovo Hub Rajajipuram,26.917484,80.867866,08:30,8,20,26.1,1.45,low_traffic,1,5
D4,2026-01-02,4,L40,Cables & More Faizabad Road,26.809901,80.846326,09:16,9,40,11.8,1.48,low_traffic,2,5
D4,2026-01-02,4,L32,Vijay Sales Gomti Nagar,26.932172,80.908956,10:07,10,23,46.1,1.59,low_traffic,3,5
D4,2026-01-02,4,L39,Noise Hub Golf City,26.91723,80.835452,11:16,11,16,20.6,0.86,low_traffic,4,5
D4,2026-01-02,4,L37,HP Store Mahanagar,26.718136,81.02822,11:52,11,38,21.4,1.02,low_traffic,5,5
D4,2026-01-03,5,L31,Croma Hazratganj,26.817756,80.886751,09:39,9,27,26.1,1.45,medium_traffic,1,3
D4,2026-01-03,5,L36,Lenovo Hub Rajajipuram,26.917484,80.867866,10:32,10,23,12.2,1.35,low_traffic,2,3
D4,2026-01-03,5,L37,HP Store Mahanagar,26.718136,81.02822,11:07,11,43,7.1,0.89,low_traffic,3,3
D4,2026-01-05,0,L35,Apple Reseller Indiranagar,26.736083,81.072791,08:00,8,31,14.8,1.48,low_traffic,1,6
D4,2026-01-05,0,L37,HP Store Mahanagar,26.718136,81.02822,08:45,8,35,14.5,1.32,low_traffic,2,6
D4,2026-01-05,0,L31,Croma Hazratganj,26.817756,80.886751,09:34,9,35,20.3,1.45,medium_traffic,3,6
D4,2026-01-05,0,L36,Lenovo Hub Rajajipuram,26.917484,80.867866,10:29,10,16,30.2,1.59,low_traffic,4,6
D4,2026-01-05,0,L33,Reliance Digital Aliganj,26.789743,80.957301,11:15,11,18,14.7,1.05,medium_traffic,5,6
D4,2026-01-05,0,L39,Noise Hub Golf City,26.91723,80.835452,11:47,11,12,13.7,0.91,low_traffic,6,6
D4,2026-01-06,1,L33,Reliance Digital Aliganj,26.789743,80.957301,08:43,8,27,38.4,1.37,medium_traffic,1,6
D4,2026-01-06,1,L35,Apple Reseller Indiranagar,26.736083,81.072791,09:48,9,29,31.3,1.74,low_traffic,2,6
D4,2026-01-06,1,L38,Boat Service Chinhat,26.900483,81.005742,10:48,10,40,21.8,1.45,low_traffic,3,6
D4,2026-01-06,1,L40,Cables & More Faizabad Road,26.809901,80.846326,11:49,11,34,29.3,1.01,low_traffic,4,6
D4,2026-01-06,1,L31,Croma Hazratganj,26.817756,80.886751,12:52,12,31,28.1,1.04,medium_traffic,5,6
D4,2026-01-06,1,L37,HP Store Mahanagar,26.718136,81.02822,13:51,13,34,12.8,1.28,low_traffic,6,6
D4,2026-01-07,2,L31,Croma Hazratganj,26.817756,80.886751,08:02,8,28,43.7,1.68,medium_traffic,1,6
D4,2026-01-07,2,L32,Vijay Sales Gomti Nagar,26.932172,80.908956,09:13,9,33,29.4,1.73,low_traffic,2,6
D4,2026-01-07,2,L36,Lenovo Hub Rajajipuram,26.917484,80.867866,10:15,10,16,20.6,1.37,low_traffic,3,6
D4,2026-01-07,2,L37,HP Store Mahanagar,26.718136,81.02822,10:51,10,35,25.8,1.61,low_traffic,4,6
D4,2026-01-07,2,L40,Cables & More Faizabad Road,26.809901,80.846326,11:51,11,39,26.5,1.02,low_traffic,5,6
D4,2026-01-07,2,L38,Boat Service Chinhat,26.900483,81.005742,12:56,12,47,8.9,0.89,low_traffic,6,6
D4,2026-01-08,3,L31,Croma Hazratganj,26.817756,80.886751,08:20,8,36,39.8,1.66,medium_traffic,1,8
D4,2026-01-08,3,L36,Lenovo Hub Rajajipuram,26.917484,80.867866,09:35,9,23,35.4,1.54,low_traffic,2,8
D4,2026-01-08,3,L39,Noise Hub Golf City,26.91723,80.835452,10:33,10,18,28.6,1.43,low_traffic,3,8
D4,2026-01-08,3,L38,Boat Service Chinhat,26.900483,81.005742,11:19,11,45,26.8,1.03,low_traffic,4,8
D4,2026-01-08,3,L37,HP Store Mahanagar,26.718136,81.02822,12:30,12,36,12.9,0.86,low_traffic,5,8
D4,2026-01-08,3,L34,Samsung Plaza Saharaganj,26.75334,81.024771,13:18,13,28,17.8,1.19,low_traffic,6,8
D4,2026-01-08,3,L35,Apple Reseller Indiranagar,26.736083,81.072791,14:03,14,32,23.9,1.14,low_traffic,7,8
D4,2026-01-08,3,L33,Reliance Digital Aliganj,26.789743,80.957301,14:58,14,19,23.0,1.21,medium_traffic,8,8
D4,2026-01-09,4,L37,HP Store Mahanagar,26.718136,81.02822,09:32,9,40,33.8,1.61,low_traffic,1,5
D4,2026-01-09,4,L31,Croma Hazratganj,26.817756,80.886751,10:45,10,30,32.1,1.53,medium_traffic,2,5
D4,2026-01-09,4,L36,Lenovo Hub Rajajipuram,26.917484,80.867866,11:47,11,20,18.2,1.01,low_traffic,3,5
D4,2026-01-09,4,L39,Noise Hub Golf City,26.91723,80.835452,12:25,12,15,12.1,0.93,low_traffic,4,5
D4,2026-01-09,4,L40,Cables & More Faizabad Road,26.809901,80.846326,12:52,12,33,25.2,0.9,low_traffic,5,5
D4,2026-01-10,5,L39,Noise Hub Golf City,26.91723,80.835452,09:02,9,11,28.3,1.57,low_traffic,1,4
D4,2026-01-10,5,L36,Lenovo Hub Rajajipuram,26.917484,80.867866,09:41,9,20,26.2,1.64,low_traffic,2,4
D4,2026-01-10,5,L34,Samsung Plaza Saharaganj,26.75334,81.024771,10:27,10,26,48.4,1.67,low_traffic,3,4
D4,2026-01-10,5,L31,Croma Hazratganj,26.817756,80.886751,11:41,11,27,24.0,0.89,medium_traffic,4,4
D4,2026-01-12,0,L32,Vijay Sales Gomti Nagar,26.932172,80.908956,09:41,9,27,18.7,1.56,low_traffic,1,7
D4,2026-01-12,0,L40,Cables & More Faizabad Road,26.809901,80.846326,10:26,10,39,19.7,1.41,low_traffic,2,7
D4,2026-01-12,0,L36,Lenovo Hub Rajajipuram,26.917484,80.867866,11:24,11,28,23.4,0.9,low_traffic,3,7
D4,2026-01-12,0,L38,Boat Service Chinhat,26.900483,81.005742,12:15,12,46,21.1,0.96,low_traffic,4,7
D4,2026-01-12,0,L34,Samsung Plaza Saharaganj,26.75334,81.024771,13:22,13,34,22.7,1.26,low_traffic,5,7
D4,2026-01-12,0,L33,Reliance Digital Aliganj,26.789743,80.957301,14:18,14,21,15.7,1.12,medium_traffic,6,7
D4,2026-01-12,0,L37,HP Store Mahanagar,26.718136,81.02822,14:54,14,39,37.5,1.25,low_traffic,7,7
D4,2026-01-13,1,L37,HP Store Mahanagar,26.718136,81.02822,09:42,9,36,31.0,1.72,low_traffic,1,6
D4,2026-01-13,1,L39,Noise Hub Golf City,26.91723,80.835452,10:49,10,20,43.8,1.51,low_traffic,2,6
D4,2026-01-13,1,L34,Samsung Plaza Saharaganj,26.75334,81.024771,11:52,11,30,27.9,0.93,low_traffic,3,6
D4,2026-01-13,1,L36,Lenovo Hub Rajajipuram,26.917484,80.867866,12:49,12,16,23.7,0.91,low_traffic,4,6
D4,2026-01-13,1,L35,Apple Reseller Indiranagar,26.736083,81.072791,13:28,13,28,10.9,1.21,low_traffic,5,6
D4,2026-01-13,1,L32,Vijay Sales Gomti Nagar,26.932172,80.908956,14:06,14,30,20.3,1.13,low_traffic,6,6
D4,2026-01-14,2,L33,Reliance Digital Aliganj,26.789743,80.957301,09:36,9,19,49.8,1.78,medium_traffic,1,8
D4,2026-01-14,2,L38,Boat Service Chinhat,26.900483,81.005742,10:44,10,45,14.9,1.35,low_traffic,2,8
D4,2026-01-14,2,L36,Lenovo Hub Rajajipuram,26.917484,80.867866,11:43,11,27,8.6,0.96,low_traffic,3,8
D4,2026-01-14,2,L32,Vijay Sales Gomti Nagar,26.932172,80.908956,12:18,12,23,7.8,0.97,low_traffic,4,8
D4,2026-01-14,2,L39,Noise Hub Golf City,26.91723,80.835452,12:48,12,12,17.8,0.89,low_traffic,5,8
D4,2026-01-14,2,L35,Apple Reseller Indiranagar,26.736083,81.072791,13:17,13,36,19.4,1.14,low_traffic,6,8
D4,2026-01-14,2,L31,Croma Hazratganj,26.817756,80.886751,14:12,14,25,26.4,1.2,medium_traffic,7,8
D4,2026-01-14,2,L40,Cables & More Faizabad Road,26.809901,80.846326,15:03,15,34,7.4,0.92,low_traffic,8,8
D4,2026-01-15,3,L38,Boat Service Chinhat,26.900483,81.005742,09:13,9,39,19.0,1.36,low_traffic,1,7
D4,2026-01-15,3,L39,Noise Hub Golf City,26.91723,80.835452,10:11,10,18,45.6,1.52,low_traffic,2,7
D4,2026-01-15,3,L36,Lenovo Hub Rajajipuram,26.917484,80.867866,11:14,11,25,25.4,0.94,low_traffic,3,7
D4,2026-01-15,3,L34,Samsung Plaza Saharaganj,26.75334,81.024771,12:04,12,25,27.0,1.04,low_traffic,4,7
D4,2026-01-15,3,L35,Apple Reseller Indiranagar,26.736083,81.072791,12:56,12,33,27.5,0.95,low_traffic,5,7
D4,2026-01-15,3,L32,Vijay Sales Gomti Nagar,26.932172,80.908956,13:56,13,23,9.3,1.16,low_traffic,6,7
D4,2026-01-15,3,L31,Croma Hazratganj,26.817756,80.886751,14:28,14,34,23.8,1.19,medium_traffic,7,7
D4,2026-01-16,4,L32,Vijay Sales Gomti Nagar,26.932172,80.908956,09:41,9,26,38.3,1.74,low_traffic,1,6
D4,2026-01-16,4,L40,Cables & More Faizabad Road,26.809901,80.846326,10:45,10,44,49.5,1.65,low_traffic,2,6
D4,2026-01-16,4,L33,Reliance Digital Aliganj,26.789743,80.957301,12:18,12,27,24.6,0.91,medium_traffic,3,6
D4,2026-01-16,4,L31,Croma Hazratganj,26.817756,80.886751,13:09,13,28,26.7,1.27,medium_traffic,4,6
D4,2026-01-16,4,L35,Apple Reseller Indiranagar,26.736083,81.072791,14:03,14,37,30.8,1.14,low_traffic,5,6
D4,2026-01-16,4,L37,HP Store Mahanagar,26.718136,81.02822,15:10,15,43,18.8,0.94,low_traffic,6,6
D4,2026-01-17,5,L38,Boat Service Chinhat,26.900483,81.005742,08:44,8,42,23.2,1.66,low_traffic,1,3
D4,2026-01-17,5,L33,Reliance Digital Aliganj,26.789743,80.957301,09:49,9,16,37.8,1.51,medium_traffic,2,3
D4,2026-01-17,5,L34,Samsung Plaza Saharaganj,26.75334,81.024771,10:42,10,34,18.0,1.8,low_traffic,3,3
D4,2026-01-19,0,L38,Boat Service Chinhat,26.900483,81.005742,09:01,9,45,40.2,1.34,low_traffic,1,5
D4,2026-01-19,0,L31,Croma Hazratganj,26.817756,80.886751,10:26,10,30,33.4,1.67,medium_traffic,2,5
D4,2026-01-19,0,L35,Apple Reseller Indiranagar,26.736083,81.072791,11:29,11,32,14.0,1.0,low_traffic,3,5
D4,2026-01-19,0,L40,Cables & More Faizabad Road,26.809901,80.846326,12:15,12,33,13.8,0.86,low_traffic,4,5
D4,2026-01-19,0,L33,Reliance Digital Aliganj,26.789743,80.957301,13:01,13,20,14.9,1.24,medium_traffic,5,5
